Date,Open,High,Low,Close,Adj Close,Volume,APrice 
2/7/2013,21.18,22.219999,20.77,22.15,22.15,1388465,21.665
2/8/2013,22.15,22.77,22,22.66,22.66,1090678,22.405
2/9/2013,22.66,23.99,22.58,23.65,23.65,886034,23.155
2/10/2013,23.65,24.110001,22.67,23.969999,23.969999,1321513,23.8099995
2/11/2013,23.969999,24.68,23.65,24.65,24.65,712458,24.3099995
2/12/2013,24.65,25.83,24.299999,25.17,25.17,1862561,24.91
2/13/2013,25.17,26.299999,24.190001,24.200001,24.200001,2296830,24.6850005
2/14/2013,24.200001,27.6,21.719999,27.219999,27.219999,3710262,25.71
2/15/2013,27.219999,27.51,26.1,27.1,27.1,1396017,27.1599995
2/16/2013,27.1,27.5,26.809999,27.219999,27.219999,511421,27.1599995
2/17/2013,27.219999,27.4,25,26.809999,26.809999,2033614,27.014999
2/18/2013,26.809999,27.15,26.360001,26.950001,26.950001,795866,26.88
2/19/2013,26.950001,29.65,26.799999,29.42,29.42,2810076,28.1850005
2/20/2013,29.42,29.870001,28.99,29.65,29.65,1096641,29.535
2/21/2013,29.65,29.98,29.309999,29.75,29.75,1030860,29.7
2/22/2013,29.75,31.299999,29.67,30.25,30.25,2039411,30
2/23/2013,30.25,30.690001,28,29.799999,29.799999,2099763,30.0249995
2/24/2013,29.799999,30.4,29.200001,29.889999,29.889999,722940,29.844999
2/25/2013,29.889999,30.4,29.549999,30.4,30.4,805270,30.1449995
2/26/2013,30.4,31.700001,30.120001,31.1,31.1,1329295,30.75
2/27/2013,31.1,31.65,30.790001,30.9,30.9,951289,31
2/28/2013,30.9,34.52,30.9,33.380001,33.380001,4136416,32.1400005
3/1/2013,33.380001,34.900002,32.919998,34.5,34.5,1362290,33.9400005
3/2/2013,34.5,34.810001,33.150002,34.25,34.25,1241775,34.375
3/3/2013,34.25,34.5,33.799999,34.5,34.5,427480,34.375
3/4/2013,34.5,36.700001,34.189999,36.150002,36.150002,1659027,35.325001
3/5/2013,36.150002,40.650002,36.150002,40.330002,40.330002,3361374,38.240002
3/6/2013,40.330002,49.099998,40.139999,41.02,41.02,5712472,40.675001
3/7/2013,41.02,45.5,33.299999,42,42,6439707,41.51
3/8/2013,42,44.5,41.02,44.18,44.18,2032649,43.09
3/9/2013,44.18,46.990002,43.41,46.849998,46.849998,2020839,45.514999
3/10/2013,46.849998,47.950001,45.470001,46,46,1703124,46.424999
3/11/2013,46,48.470001,45.540001,48.400002,48.400002,1970814,47.200001
3/12/2013,48.400002,48.400002,36.650002,44.290001,44.290001,8014901,46.3450015
3/13/2013,44.290001,47.299999,43.75,46.919998,46.919998,2298258,45.6049995
3/14/2013,46.919998,47.990002,46.049999,47.169998,47.169998,1752628,47.044998
3/15/2013,47.169998,47.450001,46.400002,46.950001,46.950001,954285,47.0599995
3/16/2013,46.950001,47.360001,46.27,47,47,764861,46.9750005
3/17/2013,47,47.740002,46.799999,47.400002,47.400002,660618,47.200001
3/18/2013,47.400002,52.880001,47.119999,51.599998,51.599998,3199314,49.5
3/19/2013,51.599998,62,50,59.139999,59.139999,6187650,55.3699985
3/20/2013,59.139999,66,57.700001,64.489998,64.489998,5776620,61.8149985
3/21/2013,64.489998,74.900002,63.099998,70.849998,70.849998,6514880,67.669998
3/22/2013,70.849998,73.75,65,69.870003,69.870003,5171296,70.3600005
3/23/2013,69.870003,70.5,52.349998,64.349998,64.349998,9429382,67.1100005
3/24/2013,64.349998,72.5,62.700001,71.5,71.5,2896432,67.924999
3/25/2013,71.5,78,69.519997,73.599998,73.599998,5921197,72.549999
3/26/2013,73.599998,79.720001,73.110001,78.5,78.5,4377374,76.049999
3/27/2013,78.5,89.5,78.400002,88.919998,88.919998,6129700,83.709999
3/28/2013,88.919998,95.699997,75,86.18,86.18,12261153,87.549999
3/29/2013,86.18,93.059998,83.010002,90.5,90.5,7384104,88.34
3/30/2013,90.5,94.980003,87,92.190002,92.190002,3420002,91.345001
3/31/2013,92.190002,93.800003,91,93.029999,93.029999,1959050,92.6100005
3/31/2013,93.029999,106,92.239998,104,104,9060022,98.5149995
4/1/2013,104,118.360001,99,117.980003,117.980003,8747147,110.9900015
4/2/2013,117.980003,147,110,135,135,19533010,126.4900015
4/3/2013,135,142.119995,116.389999,132.119995,132.119995,11624021,133.5599975
4/4/2013,132.119995,144.940002,130.240005,142.320007,142.320007,9549088,137.220001
4/5/2013,142.320007,143.899994,139.539993,142.630005,142.630005,2599937,142.475006
4/6/2013,142.630005,164.899994,142.630005,162.300003,162.300003,9402722,152.465004
4/7/2013,162.300003,194.899994,162.600006,187.5,187.5,20732894,174.9000015
4/8/2013,187.5,240.110001,186.5,230,230,22723191,208.75
4/9/2013,230,266,105,165,165,35118119,197.5
4/10/2013,165,188.699997,110.199997,124.900002,124.900002,18867223,144.950001
4/11/2013,124.900002,140,54.25,117,117,47619189,120.950001
4/12/2013,117,130,85.5,93,93,26277415,105
4/13/2013,93,110,84.440002,90,90,16197017,91.5
4/14/2013,90,102,71.510002,82.389999,82.389999,20607774,86.1949995
4/15/2013,82.389999,84.5,50.009998,68.360001,68.360001,37401572,75.375
4/16/2013,68.360001,98.779999,63.299999,93.07,93.07,27937764,80.7150005
4/17/2013,93.07,113,86,109.010002,109.010002,16845410,101.040001
4/18/2013,109.010002,136.429993,105.540001,118.480003,118.480003,30713924,113.7450025
4/19/2013,118.480003,132,115,126.620003,126.620003,9222871,122.550003
4/20/2013,126.620003,130.5,110,119.199997,119.199997,12044404,122.91
4/21/2013,119.199997,127.400002,118.5,127.400002,127.400002,7289977,123.2999995
4/22/2013,127.400002,144.020004,124.970001,143.479996,143.479996,15637961,135.439999
4/23/2013,143.479996,166.429993,140.970001,154.199997,154.199997,34351545,148.8399965
4/24/2013,154.199997,162,120.089996,141.710007,141.710007,26847891,147.955002
4/25/2013,141.710007,144.990005,121.449997,136.899994,136.899994,17061324,139.3050005
4/26/2013,136.899994,139.880005,122.709999,128,128,7855443,132.449997
4/27/2013,128,136.679993,127.5,134.440002,134.440002,3665399,131.220001
4/28/2013,134.440002,149.080002,133,144,144,9987126,139.220001
4/29/2013,144,146.929993,134,139.229996,139.229996,9124397,141.614998
4/30/2013,139.229996,140.059998,104,116.379997,116.379997,21790982,127.8049965
5/1/2013,116.379997,126.900002,91.110001,106.25,106.25,24937319,111.3149985
5/2/2013,106.25,109,79,98.099998,98.099998,22502892,102.174999
5/3/2013,98.099998,116.300003,92,112.900002,112.900002,14147864,105.5
5/4/2013,112.900002,118.849998,107,115.980003,115.980003,9557650,114.4400025
5/5/2013,115.980003,124.900002,106.010002,112.25,112.25,17607427,114.1150015
5/6/2013,112.25,114,97.519997,109.599998,109.599998,14904474,110.924999
5/7/2013,109.599998,116.779999,109.5,113.199997,113.199997,6996024,111.3999975
5/8/2013,113.199997,113.720001,108.800003,112.800003,112.800003,3010117,113
5/9/2013,112.800003,122.5,111.540001,117.699997,117.699997,9145408,115.25
5/10/2013,117.699997,118.739998,113,115.639999,115.639999,3240171,116.669998
5/11/2013,115.639999,117.470001,112.400002,114.82,114.82,2361969,115.2299995
5/12/2013,114.82,118.879997,114.5,117.980003,117.980003,3063381,116.4000015
5/13/2013,117.980003,119.800003,109.419998,111.400002,111.400002,10082102,114.6900025
5/14/2013,111.400002,116.440002,103.019997,114.220001,114.220001,13006447,112.8100015
5/15/2013,114.220001,118.970001,112.099998,118.209999,118.209999,5222066,116.215
5/16/2013,118.209999,125.559998,116.57,123.5,123.5,9608029,120.8549995
5/17/2013,123.5,125.309998,122.25,123.209999,123.209999,2804847,123.3549995
5/18/2013,123.209999,124.5,119.5,122.5,122.5,2507881,122.8549995
5/19/2013,122.5,123.690002,120.099998,122.019997,122.019997,2118341,122.2599985
5/20/2013,122.019997,123.080002,121.099998,122.889999,122.889999,1637410,122.454998
5/21/2013,122.889999,124.5,122,123.800003,123.800003,2252949,123.345001
5/22/2013,123.800003,126.93,123,126.300003,126.300003,2772751,125.050003
5/23/2013,126.300003,133.979996,125.360001,133.100006,133.100006,6333389,129.7000045
5/24/2013,133.100006,133.5,128.199997,131.990005,131.990005,2203681,132.5450055
5/25/2013,131.990005,136,130.610001,133.5,133.5,3130389,132.7450025
5/26/2013,133.5,135.470001,124,129.770004,129.770004,6056707,131.635002
5/27/2013,129.770004,130.630005,125.400002,129,129,2918762,129.385002
5/28/2013,129,132.720001,127.599998,132.25,132.25,2509796,130.625
5/29/2013,132.25,132.399994,126.5,128.800003,128.800003,3195601,130.5250015
5/30/2013,128.800003,130,126.330002,128.820007,128.820007,2124938,128.810005
5/31/2013,128.820007,129.789993,127.099998,129.300003,129.300003,816323,129.060005
6/1/2013,129.300003,130.100006,115,122.5,122.5,12335011,125.9000015
6/2/2013,122.5,122.779999,115.110001,120.739998,120.739998,3439235,121.619999
6/3/2013,120.739998,123.989998,118.790001,121.400002,121.400002,2657125,121.07
6/4/2013,121.400002,123.5,119.5,121.900002,121.900002,2021380,121.650002
6/5/2013,121.900002,123.300003,117,118.970001,118.970001,2646311,120.4350015
6/6/2013,118.970001,119.129997,106.150002,111,111,7372031,114.9850005
6/7/2013,111,113.190002,107,107.889999,107.889999,1874098,109.4449995
6/8/2013,107.889999,108.989998,88,100.440002,100.440002,14647793,104.1650005
6/9/2013,100.440002,110.629997,95,106.349998,106.349998,6786321,103.395
6/10/2013,106.349998,109.599998,103.230003,109,109,1727992,107.674999
6/11/2013,109,112.25,106,108.779999,108.779999,1934487,108.8899995
6/12/2013,108.779999,110.300003,100.300003,103.949997,103.949997,3204375,106.364998
6/13/2013,103.949997,104.699997,97.099998,100,100,3629511,101.9749985
6/14/2013,100,103.699997,97.5,99.800003,99.800003,2264105,99.9000015
6/15/2013,99.800003,101.75,98.900002,99.900002,99.900002,865174,99.8500025
6/16/2013,99.900002,102.400002,98.900002,101.949997,101.949997,1534858,100.9249995
6/17/2013,101.949997,113.300003,101.029999,107.349998,107.349998,6510457,104.6499975
6/18/2013,107.349998,110.989998,104.660004,108.25,108.25,1895919,107.799999
6/19/2013,108.25,114.480003,107.120003,111.290001,111.290001,4795256,109.7700005
6/20/2013,111.290001,115.010002,107.559998,109.5,109.5,4241011,110.3950005
6/21/2013,109.5,109.959999,107.510002,108.199997,108.199997,791157,108.8499985
6/22/2013,108.199997,109,106.199997,107.900002,107.900002,1188748,108.0499995
6/23/2013,107.900002,108.330002,100.760002,102.089996,102.089996,2986235,104.994999
6/24/2013,102.089996,109.980003,100,103.330002,103.330002,9760027,102.709999
6/25/2013,103.330002,105.489998,101.830002,104,104,1378467,103.665001
6/26/2013,104,104,100.059998,101.739998,101.739998,1505488,102.869999
6/27/2013,101.739998,101.790001,92.25,94.660004,94.660004,4625623,98.200001
6/28/2013,94.660004,100.440002,93,95,95,2469705,94.830002
6/29/2013,95,98.120003,93.849998,97.510002,97.510002,831721,96.255001
6/30/2013,97.510002,98.18,86.010002,88.050003,88.050003,4854051,92.7800025
7/1/2013,88.050003,92.57,87.510002,90.410004,90.410004,2501192,89.2300035
7/2/2013,90.410004,91.199997,76,78.889999,78.889999,6126930,84.6500015
7/3/2013,78.889999,84.269997,72,80.040001,80.040001,4976159,79.465
7/4/2013,80.040001,80.599998,65.419998,68.5,68.5,6478104,74.2700005
7/5/2013,68.5,75,66.809998,69.660004,69.660004,2885730,69.080002
7/6/2013,69.660004,77,66.599998,76.5,76.5,3040545,73.080002
7/7/2013,76.5,80,72.459999,76,76,4542089,76.25
7/8/2013,76,78.300003,72.510002,76.699997,76.699997,2462927,76.3499985
7/9/2013,76.699997,89.839996,75.529999,88,88,4950378,82.3499985
7/10/2013,88,90.699997,85,88.980003,88.980003,3115116,88.4900015
7/11/2013,88.980003,104.169998,88,93.989998,93.989998,9793701,91.4850005
7/12/2013,93.989998,98.32,87.760002,98.32,98.32,3206472,96.154999
7/13/2013,98.32,99,92.860001,94.419998,94.419998,1183919,96.369999
7/14/2013,94.419998,101.940002,93.110001,98.889999,98.889999,3407701,96.6549985
7/15/2013,98.889999,100.730003,96,97.099998,97.099998,1626929,97.9949985
7/16/2013,97.099998,100,96.18,98.5,98.5,1702482,97.799999
7/17/2013,98.5,98.800003,86.199997,90.07,90.07,5415947,94.285
7/18/2013,90.07,95.199997,87.599998,92,92,2547076,91.035
7/19/2013,92,93.099998,89.269997,89.82,89.82,865043,90.91
7/20/2013,89.82,92,88,92,92,785274,90.91
7/21/2013,92,92,89.800003,91.599998,91.599998,839143,91.799999
7/22/2013,91.599998,97.129997,91.599998,95.559998,95.559998,2333940,93.579998
7/23/2013,95.559998,95.989998,92.300003,95.089996,95.089996,1382398,95.324997
7/24/2013,95.089996,97.480003,93.57,96.949997,96.949997,2171816,96.0199965
7/25/2013,96.949997,97.480003,96,96.019997,96.019997,1079418,96.484997
7/26/2013,96.019997,97,93,94.400002,94.400002,1430771,95.2099995
7/27/2013,94.400002,100.580002,94,98.779999,98.779999,4160191,96.5900005
7/28/2013,98.779999,102.849998,98.449997,101.480003,101.480003,2499727,100.130001
7/29/2013,101.480003,107.989998,100.470001,107.959999,107.959999,2893318,104.720001
7/30/2013,107.959999,111.650002,103.550003,106.209999,106.209999,4916334,107.084999
7/31/2013,106.209999,108,103,104,104,1580804,105.1049995
8/1/2013,104,108,101.209999,104.5,104.5,2893759,104.25
8/2/2013,104.5,105.889999,102,104.949997,104.949997,923169,104.7249985
8/3/2013,104.949997,106,103.5,105.120003,105.120003,670427,105.035
8/4/2013,105.120003,107.769997,105,106.720001,106.720001,1647464,105.920002
8/5/2013,106.720001,107.5,105.110001,106.559998,106.559998,1424757,106.6399995
8/6/2013,106.559998,106.959999,105.220001,105.989998,105.989998,819975,106.274998
8/7/2013,105.989998,106.650002,100.959999,103.050003,103.050003,2481342,104.5200005
8/8/2013,103.050003,105.790001,101.940002,102.800003,102.800003,1238426,102.925003
8/9/2013,102.800003,103.900002,102.379997,103,103,411941,102.9000015
8/10/2013,103,105.190002,102.699997,105,105,853962,104
8/11/2013,105,108.120003,103.5,106.809998,106.809998,2131117,105.904999
8/12/2013,106.809998,109.639999,104.5,109.599998,109.599998,2014623,108.204998
8/13/2013,109.599998,115,108,112.559998,112.559998,5689765,111.079998
8/14/2013,112.559998,113.32,108.779999,109.989998,109.989998,1759713,111.274998
8/15/2013,109.989998,112.300003,108.209999,108.989998,108.989998,1484874,109.489998
8/16/2013,108.989998,114,108.230003,112.75,112.75,1430522,110.869999
8/17/2013,112.75,114.690002,112,113.379997,113.379997,1093513,113.0649985
8/18/2013,113.379997,123.75,111.769997,118.5,118.5,6273089,115.9399985
8/19/2013,118.5,123.010002,116.82,121.199997,121.199997,2926824,119.8499985
8/20/2013,121.199997,125,119.68,123.300003,123.300003,3760529,122.25
8/21/2013,123.300003,124.489998,120.540001,122,122,1695452,122.6500015
8/22/2013,122,122,118.440002,118.510002,118.510002,2324780,120.255001
8/23/2013,118.510002,121.389999,118.019997,119.599998,119.599998,1068849,119.055
8/24/2013,119.599998,122.989998,119.139999,122.110001,122.110001,904128,120.8549995
8/25/2013,122.110001,122.970001,119.919998,120.07,120.07,1386290,121.0900005
8/26/2013,120.07,133,120,131.289993,131.289993,6882690,125.6799965
8/27/2013,131.289993,131.720001,128.020004,128.759995,128.759995,1627390,130.024994
8/28/2013,128.759995,131.199997,128.179993,129.300003,129.300003,1059179,129.029999
8/29/2013,129.300003,142.759995,128.559998,138.029999,138.029999,6269713,133.665001
8/30/2013,138.029999,148.699997,135.889999,141,141,4452962,139.5149995
8/31/2013,141,147.289993,141,146.009995,146.009995,2035993,143.5049975
9/1/2013,146.009995,148.5,142.110001,144,144,1546327,145.0049975
9/2/2013,144,148.910004,142.199997,144,144,2461257,144
9/3/2013,144,145.800003,130.089996,132.509995,132.509995,3945752,138.2549975
9/4/2013,132.509995,137.970001,127.239998,130.199997,130.199997,3561373,131.354996
9/5/2013,130.199997,134,121.900002,121.900002,121.900002,2435581,126.0499995
9/6/2013,121.900002,131.020004,121.25,128.990005,128.990005,1796862,125.4450035
9/7/2013,128.990005,129.869995,124.059998,126.32,126.32,926689,127.6550025
9/8/2013,126.32,137.479996,124,133.100006,133.100006,3908439,129.710003
9/9/2013,133.100006,136.020004,131.380005,132.619995,132.619995,1184452,132.8600005
9/10/2013,132.619995,145.899994,127.5,142.100006,142.100006,5706218,137.3600005
9/11/2013,142.100006,145.520004,137.509995,139.350006,139.350006,2886300,140.725006
9/12/2013,139.350006,145.600006,137.820007,140.660004,140.660004,2869985,140.005005
9/13/2013,140.660004,142,136.5,136.710007,136.710007,1237692,138.6850055
9/14/2013,136.710007,141,135.039993,138.300003,138.300003,886151,137.505005
9/15/2013,138.300003,142.229996,137.899994,139.419998,139.419998,1480693,138.8600005
9/16/2013,139.419998,141.369995,138,139.149994,139.149994,1344189,139.284996
9/17/2013,139.149994,142,139.009995,140.410004,140.410004,1328386,139.779999
9/18/2013,140.410004,141.199997,131.139999,135.050003,135.050003,2862334,137.7300035
9/19/2013,135.050003,137.279999,131,133.809998,133.809998,1484557,134.4300005
9/20/2013,133.809998,135.990005,132,134.380005,134.380005,682674,134.0950015
9/21/2013,134.380005,135,131,134,134,782376,134.1900025
9/22/2013,134,135,132,133.399994,133.399994,799461,133.699997
9/23/2013,133.399994,136.589996,132.5,134.779999,134.779999,1148734,134.0899965
9/24/2013,134.779999,138,134.699997,135,135,1293657,134.8899995
9/25/2013,135,139,134.710007,137.100006,137.100006,886908,136.050003
9/26/2013,137.100006,142.660004,134.830002,138.929993,138.929993,3757634,138.0149995
9/27/2013,138.929993,143,138.020004,142.5,142.5,1918884,140.7149965
9/28/2013,142.5,145.809998,141.360001,143.880005,143.880005,2611317,143.1900025
9/29/2013,143.880005,145.809998,138.119995,141.899994,141.899994,2067367,142.8899995
9/30/2013,141.899994,144.440002,139.410004,140.300003,140.300003,1344565,141.0999985
10/1/2013,140.300003,141.929993,109.699997,123,123,13888930,131.6500015
10/2/2013,123,132,120.099998,130.990005,130.990005,4488527,126.9950025
10/3/2013,130.990005,139.800003,128.5,136.820007,136.820007,2491501,133.905006
10/4/2013,136.820007,138,135.300003,136.699997,136.699997,679668,136.760002
10/5/2013,136.699997,138,134.100006,137.800003,137.800003,665512,137.25
10/6/2013,137.800003,139,135.119995,135.800003,135.800003,1006277,136.800003
10/7/2013,135.800003,137.779999,135.649994,136.490005,136.490005,707471,136.145004
10/8/2013,136.490005,142.100006,135.800003,139.5,139.5,2431349,137.9950025
10/9/2013,139.5,141.690002,138.509995,140.410004,140.410004,1551392,139.955002
10/10/2013,140.410004,141.850006,138.869995,140.100006,140.100006,1013106,140.255005
10/11/2013,140.100006,143.050003,139.389999,142.889999,142.889999,1559472,141.4950025
10/12/2013,142.889999,147.649994,141.5,147.529999,147.529999,2342049,145.209999
10/13/2013,147.529999,153.690002,146.029999,151.369995,151.369995,4512823,149.449997
10/14/2013,151.369995,158.100006,150.619995,158.089996,158.089996,2416464,154.7299955
10/15/2013,158.089996,162.990005,144.199997,152.820007,152.820007,6636228,155.4550015
10/16/2013,152.820007,159.940002,150.75,157.589996,157.589996,2470394,155.2050015
10/17/2013,157.589996,168.289993,156.490005,168.279999,168.279999,4225505,162.9349975
10/18/2013,168.279999,195.800003,167.080002,183.149994,183.149994,10000685,175.7149965
10/19/2013,183.149994,186.100006,177.240005,186.100006,186.100006,2087108,184.625
10/20/2013,186.100006,197.369995,183.179993,192.779999,192.779999,4613540,189.4400025
10/21/2013,192.779999,205.5,192.789993,202.990005,202.990005,6761835,197.885002
10/22/2013,202.990005,227.979996,200.699997,227.970001,227.970001,8526441,215.480003
10/23/2013,227.970001,233.380005,175.300003,206.979996,206.979996,19649229,217.4749985
10/24/2013,206.979996,208.970001,176.600006,197.880005,197.880005,6934330,202.4300005
10/25/2013,197.880005,198.410004,186.990005,188.559998,188.559998,2322934,193.2200015
10/26/2013,188.559998,207.809998,188.949997,206.910004,206.910004,2633454,197.735001
10/28/2013,206.910004,209.789993,200.419998,206.899994,206.899994,2287257,206.904999
10/29/2013,206.899994,216.5,204.199997,216,216,2119311,211.449997
10/30/2013,216,216.490005,203.990005,208,208,2853902,212
10/31/2013,208,214.990005,205.429993,211.169998,211.169998,1121246,209.584999
11/1/2013,211.169998,214.949997,209.710007,213.429993,213.429993,1251780,212.2999955
11/2/2013,213.429993,214.860001,211,211.690002,211.690002,1041300,212.5599975
11/3/2013,211.690002,226.949997,212.100006,224,224,2694954,217.845001
11/4/2013,224,238.979996,221.949997,238.160004,238.160004,4167915,231.080002
11/5/2013,238.160004,258.869995,229,251.300003,251.300003,11094612,244.7300035
11/6/2013,251.300003,272.519989,251.410004,264.100006,264.100006,10223786,257.7000045
11/7/2013,264.100006,324.209991,263.600006,309.649994,309.649994,25582885,286.875
11/8/2013,309.649994,358,308.01001,355,355,15072022,332.324997
11/9/2013,355,394.98999,339.98999,367.790009,367.790009,18427776,361.3950045
11/10/2013,367.790009,372.519989,289.959991,336.320007,336.320007,24225281,352.055008
11/11/2013,336.320007,375.98999,321.410004,362.980011,362.980011,6330618,349.650009
11/12/2013,362.980011,391.790009,358.970001,380.040009,380.040009,8309810,371.51001
11/13/2013,380.040009,444.970001,372.170013,434.850006,434.850006,14780190,407.4450075
11/14/2013,434.850006,447.48999,402.540009,433.399994,433.399994,13453174,434.125
11/15/2013,433.399994,457.920013,412.970001,433.920013,433.920013,12273745,433.6600035
11/16/2013,433.920013,476.940002,427.980011,461.959991,461.959991,8737836,447.940002
11/17/2013,461.959991,536.75,456.980011,528.299988,528.299988,13340495,495.1299895
11/18/2013,528.299988,787.929993,521.97998,785.429993,785.429993,45461600,656.8649905
11/19/2013,785.429993,900.919983,502.609985,645.690002,645.690002,69095497,715.5599975
11/20/2013,645.690002,649.98999,453.290009,637.969971,637.969971,50748177,641.8299865
11/21/2013,637.969971,784.320007,595.190002,764.909973,764.909973,27128283,701.439972
11/22/2013,764.909973,821.98999,682.280029,802,802,22686962,783.4549865
11/23/2013,802,890.030029,799.539978,832.5,832.5,17908081,817.25
11/24/2013,832.5,854.98999,745.210022,795.01001,795.01001,20776035,813.755005
11/25/2013,795.01001,849.98999,758.950012,829.98999,829.98999,21438670,812.5
11/26/2013,829.98999,974.960022,825.080017,969.960022,969.960022,28285852,899.975006
11/27/2013,969.960022,1094.780029,914.27002,1079.890015,1079.890015,37868643,1024.925019
11/28/2013,1079.890015,1224.47998,1032.060059,1101.380005,1101.380005,42912383,1090.63501
11/29/2013,1101.380005,1241.920044,1049.959961,1206.930054,1206.930054,45030632,1154.15503
11/30/2013,1206.930054,1232.939941,1150.160034,1205.660034,1205.660034,18266602,1206.295044
12/1/2013,1205.660034,1216.839966,840.27002,1004.390015,1004.390015,83244488,1105.025025
12/2/2013,1004.390015,1117.72998,974.969971,1096.560059,1096.560059,39234863,1050.475037
12/3/2013,1096.560059,1185.630005,1064.910034,1154.859985,1154.859985,21865760,1125.710022
12/4/2013,1154.859985,1239.699951,1131.349976,1237.550049,1237.550049,19409766,1196.205017
12/5/2013,1237.550049,1239.859985,869.98999,1106.349976,1106.349976,62292919,1171.950013
12/6/2013,1106.349976,1118.930054,800.070007,845.02002,845.02002,50747162,975.684998
12/7/2013,845.02002,895.960022,576.030029,697.02002,697.02002,70727083,771.02002
12/8/2013,697.02002,828.960022,653.030029,803.960022,803.960022,23044397,750.490021
12/9/2013,803.960022,980.030029,787.72998,918.950012,918.950012,24553208,861.455017
12/10/2013,918.950012,1067.699951,911.960022,1033.719971,1033.719971,21734994,976.3349915
12/11/2013,1033.719971,1056.76001,856.059998,919.929993,919.929993,23051224,976.824982
12/12/2013,919.929993,940.97998,839.51001,899.97998,899.97998,8798283,909.9549865
12/13/2013,899.97998,989.890015,882.109985,936.77002,936.77002,16173632,918.375
12/14/2013,936.77002,947.929993,875.109985,908.940002,908.940002,10532106,922.855011
12/15/2013,908.940002,927.900024,837.97998,919.880005,919.880005,13302074,914.4100035
12/16/2013,919.880005,924.940002,714.030029,759.919983,759.919983,32899151,839.899994
12/17/2013,759.919983,779.960022,678.880005,714.969971,714.969971,22933905,737.444977
12/18/2013,714.969971,716.98999,454.859985,540.97998,540.97998,62529030,627.9749755
12/19/2013,540.97998,745.960022,522.440002,731.950012,731.950012,29980041,636.464996
12/20/2013,731.950012,774.390015,621.25,649.960022,649.960022,24291048,690.955017
12/21/2013,649.960022,690,610,640.47998,640.47998,9550420,645.220001
12/22/2013,640.47998,699.909973,614.950012,639.48999,639.48999,7693603,639.984985
12/23/2013,639.48999,724.919983,631.01001,713.23999,713.23999,10210388,676.36499
12/24/2013,713.23999,729.940002,665.97998,702.75,702.75,7647250,707.994995
12/25/2013,702.75,709.950012,673.929993,707.25,707.25,3721814,705
12/26/2013,707.25,829.630005,707.210022,801.97998,801.97998,18209291,754.61499
12/27/2013,801.97998,836.830017,767.869995,803.049988,803.049988,11073604,802.514984
12/28/2013,803.049988,805.969971,715.599976,761.98999,761.98999,10127883,782.519989
12/29/2013,761.98999,803.950012,734.97998,784.960022,784.960022,5448579,773.475006
12/30/2013,784.960022,818.830017,780.960022,804.830017,804.830017,8411786,794.8950195
12/31/2013,804.830017,813.940002,776.960022,805.940002,805.940002,7294004,805.3850095
1/1/2014,805.940002,829.929993,770.969971,815.940002,815.940002,8663855,810.940002
1/2/2014,815.940002,886.210022,810.469971,856.909973,856.909973,10826907,836.4249875
1/3/2014,856.909973,888.22998,839.440002,884.26001,884.26001,8409629,870.5849915
1/4/2014,884.26001,932.159973,848.320007,924.690002,924.690002,12784626,904.475006
1/5/2014,924.690002,1029.859985,911.359985,1014.73999,1014.73999,20789364,969.714996
1/6/2014,1014.73999,1093.439941,964.73999,1012.650024,1012.650024,23622237,1013.695007
1/7/2014,1012.650024,1043.97998,879.849976,879.900024,879.900024,21753921,946.275024
1/8/2014,879.900024,966.900024,858.900024,938.840027,938.840027,12942254,909.3700255
1/9/2014,938.840027,964.640015,866.549988,936.950012,936.950012,13202619,937.8950195
1/10/2014,936.950012,964.840027,905.880005,957.76001,957.76001,5909107,947.355011
1/11/2014,957.76001,1010.840027,935,1005.320007,1005.320007,10948175,981.5400085
1/12/2014,1005.320007,1022.669983,922.070007,939.789978,939.789978,9620090,972.5549925
1/13/2014,939.789978,949.23999,879.940002,922.909973,922.909973,9220891,931.3499755
1/14/2014,922.909973,942.469971,904.190002,919.280029,919.280029,3960633,921.095001
1/15/2014,919.280029,973.090027,915.059998,941.219971,941.219971,6448062,930.25
1/16/2014,941.219971,955.530029,910.5,913.48999,913.48999,4720008,927.3549805
1/17/2014,913.48999,929.75,867.219971,894.159973,894.159973,9203107,903.8249815
1/18/2014,894.159973,924.73999,884.73999,905.719971,905.719971,5493742,899.939972
1/19/2014,905.719971,958.070007,901.880005,954.799988,954.799988,7071649,930.2599795
1/20/2014,954.799988,980.539978,925.960022,955.950012,955.950012,9981282,955.375
1/21/2014,955.950012,974.25,943.179993,962.210022,962.210022,6289022,959.080017
1/22/2014,962.210022,973.940002,934.950012,950.950012,950.950012,4503428,956.580017
1/23/2014,950.950012,958.059998,936.27002,944.159973,944.159973,1839615,947.5549925
1/24/2014,944.159973,949.52002,902.890015,916.549988,916.549988,5684047,930.3549805
1/25/2014,916.549988,978.409973,915.859985,961.049988,961.049988,7797108,938.799988
1/26/2014,961.049988,1038.060059,950.659973,1007,1007,13054605,984.024994
1/27/2014,1007,1021.450012,937.22998,943.539978,943.539978,8052715,975.269989
1/28/2014,943.539978,972.609985,911.650024,932.679993,932.679993,9757613,938.1099855
1/29/2014,932.679993,950.559998,918.859985,925.669983,925.669983,5254878,929.174988
1/30/2014,925.669983,953.23999,909.460022,941.390015,941.390015,5026461,933.529999
1/31/2014,941.390015,954.710022,924.590027,938.849976,938.849976,4024749,940.1199955
